customer_id,first_name,last_name,full_name,addressing_title,email_address,phone,account_number,customer_type,city,address_line_1,address_no,address_st,address_line_2,State,Country,number_of_sales,total_amount_with_tax,last_order_date,status
14597,Sean,Reed,Sean Reed,Dear Reed,sean28@adventure-works.com,594-555-0175,AW00014597,I,Langford,9129 Shenandoah Dr.,9129,Shenandoah Dr.,,British Columbia,Canada,2,5307.6576000000005,2004-04-23 00:00:00.000000 UTC,Active
15176,Kristi,Ramos,Kristi Ramos,Dear Ramos,kristi13@adventure-works.com,187-555-0112,AW00015176,I,Cliffside,4594 Springer Court,4594,Springer Court,,British Columbia,Canada,2,5196.8482,2004-04-25 00:00:00.000000 UTC,Active
23868,Abigail,Coleman,Abigail Coleman,Ms. Coleman,abigail74@adventure-works.com,464-555-0173,AW00023868,I,Victoria,9996 Asilomaar Dr.,9996,Asilomaar Dr.,,British Columbia,Canada,2,5336.4760000000006,2004-04-25 00:00:00.000000 UTC,Active
18379,Abigail,Robinson,Abigail Robinson,Dear Robinson,abigail59@adventure-works.com,171-555-0162,AW00018379,I,Port Hammond,2934 Village Pl.,2934,Village Pl.,,British Columbia,Canada,1,2610.3084,2004-04-27 00:00:00.000000 UTC,Active
18122,Justin,Hughes,Justin Hughes,Dear Hughes,justin8@adventure-works.com,189-555-0112,AW00018122,I,Langley,1646 Twinview Drive,1646,Twinview Drive,,British Columbia,Canada,1,2696.189,2004-04-27 00:00:00.000000 UTC,Active
15187,Benjamin,Brown,Benjamin Brown,Dear Brown,benjamin36@adventure-works.com,228-555-0178,AW00015187,I,Langford,4296 Mountaire Pkwy.,4296,Mountaire Pkwy.,,British Columbia,Canada,2,5221.4786,2004-04-28 00:00:00.000000 UTC,Active
18595,Marcus,Hernandez,Marcus Hernandez,Dear Hernandez,marcus28@adventure-works.com,735-555-0116,AW00018595,I,Oak Bay,2197 Clay Road,2197,Clay Road,,British Columbia,Canada,1,2574.639,2004-04-28 00:00:00.000000 UTC,Active
20188,Kimberly,Watson,Kimberly Watson,Dear Watson,kimberly3@adventure-works.com,335-555-0154,AW00020188,I,Langford,1359 Montgomery Avenue,1359,Montgomery Avenue,,British Columbia,Canada,2,3565.7241000000004,2004-04-28 00:00:00.000000 UTC,Active
20318,Amanda,Turner,Amanda Turner,Dear Turner,amanda48@adventure-works.com,765-555-0188,AW00020318,I,N. Vancouver,6518 Wilke Drive,6518,Wilke Drive,,British Columbia,Canada,2,3582.2991,2004-04-29 00:00:00.000000 UTC,Active
20206,Olivia,Murphy,Olivia Murphy,Dear Murphy,olivia31@adventure-works.com,575-555-0153,AW00020206,I,Langley,628 Marina Lakes Drive,628,Marina Lakes Drive,,British Columbia,Canada,2,3541.059,2004-04-29 00:00:00.000000 UTC,Active
15201,Miranda,Washington,Miranda Washington,Dear Washington,miranda13@adventure-works.com,580-555-0132,AW00015201,I,Westminster,4698 Pepper Way,4698,Pepper Way,,British Columbia,Canada,2,5296.2871,2004-04-29 00:00:00.000000 UTC,Active
18401,Joshua,Jones,Joshua Jones,Dear Jones,joshua5@adventure-works.com,301-555-0197,AW00018401,I,Metchosin,8938 West Hookston Road,8938,West Hookston Road,,British Columbia,Canada,1,2535.964,2004-04-29 00:00:00.000000 UTC,Active
22299,Richard,Murphy,Richard Murphy,Dear Murphy,richard96@adventure-works.com,258-555-0135,AW00022299,I,Oak Bay,4528 Summit View Dr.,4528,Summit View Dr.,,British Columbia,Canada,2,4580.8218,2004-04-30 00:00:00.000000 UTC,Active
23867,Sarah,Henderson,Sarah Henderson,Dear Henderson,sarah30@adventure-works.com,715-555-0180,AW00023867,I,Sooke,5710 Encino Drive,5710,Encino Drive,,British Columbia,Canada,2,5306.3316,2004-04-30 00:00:00.000000 UTC,Active
16810,Michael,Rodriguez,Michael Rodriguez,Dear Rodriguez,michael52@adventure-works.com,352-555-0170,AW00016810,I,Oak Bay,5053 Loftus Road,5053,Loftus Road,,British Columbia,Canada,2,3386.4162,2004-05-01 00:00:00.000000 UTC,Active
19997,Beth,Gill,Beth Gill,Dear Gill,beth16@adventure-works.com,938-555-0177,AW00019997,I,Cliffside,9326 Mayda Way,9326,Mayda Way,,British Columbia,Canada,2,6425.553,2004-05-02 00:00:00.000000 UTC,Active
13710,Destiny,Harris,Destiny Harris,Dear Harris,destiny13@adventure-works.com,923-555-0137,AW00013710,I,Oak Bay,3142 Broadway St.,3142,Broadway St.,,British Columbia,Canada,1,2587.3133,2004-05-02 00:00:00.000000 UTC,Active
19830,Gabrielle,Long,Gabrielle Long,Dear Long,gabrielle32@adventure-works.com,328-555-0139,AW00019830,I,Langford,9818 Frisbie Court,9818,Frisbie Court,,British Columbia,Canada,2,6371.3417,2004-05-04 00:00:00.000000 UTC,Active
15391,Jordyn,Powell,Jordyn Powell,Dear Powell,jordyn8@adventure-works.com,809-555-0141,AW00015391,I,Newton,3156 Crystal Avenue,3156,Crystal Avenue,,British Columbia,Canada,2,5334.9511,2004-05-05 00:00:00.000000 UTC,Active
18972,Benjamin,Butler,Benjamin Butler,Dear Butler,benjamin15@adventure-works.com,117-555-0115,AW00018972,I,Port Hammond,8153 Shoe St.,8153,Shoe St.,,British Columbia,Canada,1,2618.8169,2004-05-05 00:00:00.000000 UTC,Active
18959,Seth,Morris,Seth Morris,Dear Morris,seth89@adventure-works.com,600-555-0112,AW00018959,I,Westminster,6816 Detroit Ave.,6816,Detroit Ave.,,British Columbia,Canada,1,2587.3133,2004-05-06 00:00:00.000000 UTC,Active
21659,Gabrielle,Jenkins,Gabrielle Jenkins,Dear Jenkins,gabrielle29@adventure-works.com,625-555-0151,AW00021659,I,Haney,1661 Beauty St.,1661,Beauty St.,,British Columbia,Canada,2,4578.8328,2004-05-07 00:00:00.000000 UTC,Active
20182,Isabelle,Price,Isabelle Price,Dear Price,isabelle0@adventure-works.com,835-555-0119,AW00020182,I,Westminster,5412 Iris Ct,5412,Iris Ct,,British Columbia,Canada,2,6353.7168999999994,2004-05-08 00:00:00.000000 UTC,Active
20375,Olivia,Perry,Olivia Perry,Dear Perry,olivia53@adventure-works.com,727-555-0182,AW00020375,I,Westminster,3369 Houston Ct.,3369,Houston Ct.,,British Columbia,Canada,2,4904.4095,2004-05-08 00:00:00.000000 UTC,Active
19705,Anna,Hughes,Anna Hughes,Dear Hughes,anna36@adventure-works.com,747-555-0119,AW00019705,I,Sooke,7902 Crescent Avenue,7902,Crescent Avenue,,British Columbia,Canada,1,2587.8769,2004-05-08 00:00:00.000000 UTC,Active
22901,Katherine,Stewart,Katherine Stewart,Dear Stewart,katherine2@adventure-works.com,231-555-0156,AW00022901,I,Newton,7561 Humphrey Drive,7561,Humphrey Drive,,British Columbia,Canada,2,6598.3197,2004-05-09 00:00:00.000000 UTC,Active
18950,Lauren,Alexander,Lauren Alexander,Dear Alexander,lauren65@adventure-works.com,345-555-0173,AW00018950,I,N. Vancouver,5629 San Francisco,5629,San Francisco,,British Columbia,Canada,1,2598.9158,2004-05-09 00:00:00.000000 UTC,Active
20651,Timothy,Cooper,Timothy Cooper,Dear Cooper,timothy10@adventure-works.com,912-555-0115,AW00020651,I,Westminster,3331 Buchanan St.,3331,Buchanan St.,,British Columbia,Canada,2,3534.4179999999997,2004-05-09 00:00:00.000000 UTC,Active
13743,Isabella,Anderson,Isabella Anderson,Dear Anderson,isabella65@adventure-works.com,139-555-0156,AW00013743,I,Oak Bay,3746 Via Romero,3746,Via Romero,,British Columbia,Canada,1,2596.7279,2004-05-10 00:00:00.000000 UTC,Active
24284,Melissa,Sanders,Melissa Sanders,Dear Sanders,melissa26@adventure-works.com,156-555-0137,AW00024284,I,Victoria,8360 Frisbie Court,8360,Frisbie Court,,British Columbia,Canada,2,5345.2608,2004-05-10 00:00:00.000000 UTC,Active
20350,Isabella,Campbell,Isabella Campbell,Dear Campbell,isabella37@adventure-works.com,678-555-0163,AW00020350,I,Oak Bay,1986 Attic Rd.,1986,Attic Rd.,,British Columbia,Canada,2,3565.7241000000004,2004-05-11 00:00:00.000000 UTC,Active
19844,Emma,Murphy,Emma Murphy,Dear Murphy,emma32@adventure-works.com,831-555-0134,AW00019844,I,Oak Bay,3754 Alray Drive,3754,Alray Drive,,British Columbia,Canada,2,6417.7627,2004-05-11 00:00:00.000000 UTC,Active
20373,Morgan,Williams,Morgan Williams,Dear Williams,morgan25@adventure-works.com,575-555-0199,AW00020373,I,Langley,6529 Greentree Drive,6529,Greentree Drive,,British Columbia,Canada,2,3565.7241000000004,2004-05-11 00:00:00.000000 UTC,Active
21710,Brittany,Gonzales,Brittany Gonzales,Dear Gonzales,brittany15@adventure-works.com,978-555-0123,AW00021710,I,Royal Oak,2332 Treat Blvd,2332,Treat Blvd,,British Columbia,Canada,2,4626.8892000000005,2004-05-12 00:00:00.000000 UTC,Active
19746,Stephanie,Sanders,Stephanie Sanders,Dear Sanders,stephanie27@adventure-works.com,356-555-0193,AW00019746,I,Haney,8423 Roundtree Court,8423,Roundtree Court,,British Columbia,Canada,1,2574.639,2004-05-13 00:00:00.000000 UTC,Active
18839,Don,Lee,Don Lee,Dear Lee,don4@adventure-works.com,465-555-0196,AW00018839,I,Port Hammond,6212 C Olivera Rd,6212,C Olivera Rd,,British Columbia,Canada,1,2635.3919,2004-05-13 00:00:00.000000 UTC,Active
20035,Cesar,Fernandez,Cesar Fernandez,Dear Fernandez,cesar15@adventure-works.com,677-555-0141,AW00020035,I,Cliffside,9699 Gilardy Drive,9699,Gilardy Drive,,British Columbia,Canada,2,6292.9529999999995,2004-05-13 00:00:00.000000 UTC,Active
16366,Isabelle,Henderson,Isabelle Henderson,Dear Henderson,isabelle5@adventure-works.com,112-555-0156,AW00016366,I,Cliffside,5799 Abbey Court,5799,Abbey Court,,British Columbia,Canada,1,2832.5018,2004-05-14 00:00:00.000000 UTC,Active
13709,Zachary,Robinson,Zachary Robinson,Dear Robinson,zachary49@adventure-works.com,489-555-0170,AW00013709,I,Langford,8964 Mills Dr.,8964,Mills Dr.,,British Columbia,Canada,1,2577.1694,2004-05-14 00:00:00.000000 UTC,Active
13851,Seth,Moore,Seth Moore,Dear Moore,seth8@adventure-works.com,481-555-0125,AW00013851,I,Port Hammond,1059 Delta Fair Blvd.,1059,Delta Fair Blvd.,,British Columbia,Canada,1,2576.8048,2004-05-14 00:00:00.000000 UTC,Active
19661,Nathaniel,Cox,Nathaniel Cox,Dear Cox,nathaniel11@adventure-works.com,432-555-0179,AW00019661,I,Metchosin,4866 Sequoia Woods Pl.,4866,Sequoia Woods Pl.,,British Columbia,Canada,1,2786.0034,2004-05-14 00:00:00.000000 UTC,Active
20470,Melissa,Gonzales,Melissa Gonzales,Dear Gonzales,melissa12@adventure-works.com,811-555-0197,AW00020470,I,Royal Oak,2983 Birchbark Place,2983,Birchbark Place,,British Columbia,Canada,2,4871.6021,2004-05-15 00:00:00.000000 UTC,Active
15395,Joseph,Clark,Joseph Clark,Dear Clark,joseph26@adventure-works.com,656-555-0119,AW00015395,I,Victoria,9608 Grammercy Lane,9608,Grammercy Lane,,British Columbia,Canada,2,5281.9221,2004-05-16 00:00:00.000000 UTC,Active
15490,Kaitlyn,Rivera,Kaitlyn Rivera,Dear Rivera,kaitlyn55@adventure-works.com,197-555-0170,AW00015490,I,Port Hammond,9748 Sutherland Dr,9748,Sutherland Dr,,British Columbia,Canada,2,5318.9396,2004-05-17 00:00:00.000000 UTC,Active
20656,Marcus,Perry,Marcus Perry,Dear Perry,marcus57@adventure-works.com,237-555-0115,AW00020656,I,Sooke,8501 Second Ave.,8501,Second Ave.,,British Columbia,Canada,2,3586.7191000000003,2004-05-17 00:00:00.000000 UTC,Active
20546,Ruth,Fernandez,Ruth Fernandez,Dear Fernandez,ruth20@adventure-works.com,701-555-0131,AW00020546,I,Burnaby,7239 Green Leaf Drive,7239,Green Leaf Drive,,British Columbia,Canada,2,3587.4359,2004-05-17 00:00:00.000000 UTC,Active
18961,Jeremiah,Henderson,Jeremiah Henderson,Dear Henderson,jeremiah28@adventure-works.com,162-555-0111,AW00018961,I,Shawnee,6075 Lake Nadine Pl.,6075,Lake Nadine Pl.,,British Columbia,Canada,1,2618.8058,2004-05-19 00:00:00.000000 UTC,Active
16365,Jenna,Young,Jenna Young,Dear Young,jenna23@adventure-works.com,296-555-0190,AW00016365,I,Oak Bay,24 Jennifer Way,24,Jennifer Way,,British Columbia,Canada,1,2751.6489,2004-05-19 00:00:00.000000 UTC,Active
13711,Thomas,Mitchell,Thomas Mitchell,Dear Mitchell,thomas48@adventure-works.com,948-555-0140,AW00013711,I,Royal Oak,378 Canyon Road,378,Canyon Road,,British Columbia,Canada,1,2630.4194,2004-05-19 00:00:00.000000 UTC,Active
18971,Wyatt,Moore,Wyatt Moore,Dear Moore,wyatt8@adventure-works.com,895-555-0181,AW00018971,I,N. Vancouver,384 Price Lane,384,Price Lane,,British Columbia,Canada,1,2598.9158,2004-05-20 00:00:00.000000 UTC,Active
24666,Hannah,Martinez,Hannah Martinez,Dear Martinez,hannah15@adventure-works.com,130-555-0114,AW00024666,I,Port Hammond,750 Cataline Avenue,750,Cataline Avenue,,British Columbia,Canada,2,4829.5241000000005,2004-05-20 00:00:00.000000 UTC,Active
20468,Olivia,Richardson,Olivia Richardson,Dear Richardson,olivia35@adventure-works.com,114-555-0177,AW00020468,I,Sooke,6863 Shakespeare Dr,6863,Shakespeare Dr,,British Columbia,Canada,2,3502.3950999999997,2004-05-21 00:00:00.000000 UTC,Active
22881,Wyatt,Martinez,Wyatt Martinez,Dear Martinez,wyatt18@adventure-works.com,392-555-0121,AW00022881,I,Newton,7784 Door Way,7784,Door Way,,British Columbia,Canada,2,6627.0497,2004-05-21 00:00:00.000000 UTC,Active
19710,Arianna,Gonzales,Arianna Gonzales,Dear Gonzales,arianna15@adventure-works.com,223-555-0195,AW00019710,I,Port Hammond,7886 Ruth Drive,7886,Ruth Drive,,British Columbia,Canada,1,2598.9158,2004-05-22 00:00:00.000000 UTC,Active
19855,John,Smith,John Smith,Dear Smith,john37@adventure-works.com,835-555-0141,AW00019855,I,Port Hammond,9869 Fall Creek,9869,Fall Creek,,British Columbia,Canada,2,6309.5059,2004-05-24 00:00:00.000000 UTC,Active
18788,Madison,Thompson,Madison Thompson,Dear Thompson,madison16@adventure-works.com,697-555-0160,AW00018788,I,N. Vancouver,5967 Greystone Dr.,5967,Greystone Dr.,,British Columbia,Canada,1,2598.9158,2004-05-24 00:00:00.000000 UTC,Active
20034,Wyatt,Turner,Wyatt Turner,Dear Turner,wyatt43@adventure-works.com,924-555-0116,AW00020034,I,Vancouver,2444 North Ranchford,2444,North Ranchford,,British Columbia,Canada,2,6375.8058999999994,2004-05-25 00:00:00.000000 UTC,Active
22889,Julia,Long,Julia Long,Dear Long,julia75@adventure-works.com,721-555-0117,AW00022889,I,Newton,2528 Fall Creek Road,2528,Fall Creek Road,,British Columbia,Canada,2,6598.3197,2004-05-28 00:00:00.000000 UTC,Active
22976,Eric,Foster,Eric Foster,Dear Foster,eric23@adventure-works.com,295-555-0116,AW00022976,I,Oak Bay,1905 Horseshoe Circle,1905,Horseshoe Circle,,British Columbia,Canada,2,6598.3197,2004-05-28 00:00:00.000000 UTC,Active
21727,Arianna,Flores,Arianna Flores,Dear Flores,arianna10@adventure-works.com,580-555-0124,AW00021727,I,Shawnee,4082 Shell Ct,4082,Shell Ct,,British Columbia,Canada,2,4566.1253,2004-05-29 00:00:00.000000 UTC,Active
18882,Dalton,Hayes,Dalton Hayes,Dear Hayes,dalton68@adventure-works.com,138-555-0196,AW00018882,I,Shawnee,7311 Blackridge Dr.,7311,Blackridge Dr.,,British Columbia,Canada,1,2566.1194,2004-05-29 00:00:00.000000 UTC,Active
18951,Dalton,Jones,Dalton Jones,Dear Jones,dalton3@adventure-works.com,249-555-0126,AW00018951,I,Shawnee,9975 Haynes Court,9975,Haynes Court,,British Columbia,Canada,1,2580.1419,2004-05-30 00:00:00.000000 UTC,Active
13706,Kaitlyn,Peterson,Kaitlyn Peterson,Dear Peterson,kaitlyn61@adventure-works.com,942-555-0153,AW00013706,I,Cliffside,7537 Kaski Lane,7537,Kaski Lane,,British Columbia,Canada,1,2582.6834,2004-05-31 00:00:00.000000 UTC,Active
18785,Sara,Rivera,Sara Rivera,Dear Rivera,sara18@adventure-works.com,870-555-0111,AW00018785,I,Port Hammond,256 Gumwood Dr,256,Gumwood Dr,,British Columbia,Canada,1,2597.8108,2004-05-31 00:00:00.000000 UTC,Active
18922,Madeline,Gonzalez,Madeline Gonzalez,Dear Gonzalez,madeline8@adventure-works.com,721-555-0130,AW00018922,I,Metchosin,3091 Hickory Drive,3091,Hickory Drive,,British Columbia,Canada,1,2571.2908,2004-05-31 00:00:00.000000 UTC,Active
13852,Ian,Robinson,Ian Robinson,Dear Robinson,ian16@adventure-works.com,813-555-0130,AW00013852,I,N. Vancouver,6463 Landover Ln,6463,Landover Ln,,British Columbia,Canada,1,2535.964,2004-05-31 00:00:00.000000 UTC,Active
22058,Jake,Zukowski,Jake Zukowski,Dear Zukowski,jake22@adventure-works.com,139-555-0143,AW00022058,I,Cliffside,5888 Salem St.,5888,Salem St.,,British Columbia,Canada,2,4550.6774000000005,2004-06-03 00:00:00.000000 UTC,Active
15876,Eduardo,Turner,Eduardo Turner,Dear Turner,eduardo38@adventure-works.com,500-555-0170,AW00015876,I,Metchosin,5345 Willow Avenue,5345,Willow Avenue,,British Columbia,Canada,2,5291.8671,2004-06-03 00:00:00.000000 UTC,Active
24759,Brooke,Stewart,Brooke Stewart,Dear Stewart,brooke21@adventure-works.com,350-555-0125,AW00024759,I,Vancouver,8212 String Dr,8212,String Dr,,British Columbia,Canada,2,4828.397,2004-06-04 00:00:00.000000 UTC,Active
11619,Sierra,Young,Sierra Young,Dear Young,sierra15@adventure-works.com,410-555-0125,AW00011619,I,Victoria,3230 Virginia Hills,3230,Virginia Hills,,British Columbia,Canada,16,701.4987,2004-06-04 00:00:00.000000 UTC,Active
23113,Elijah,Powell,Elijah Powell,Dear Powell,elijah12@adventure-works.com,154-555-0176,AW00023113,I,Shawnee,7573 Star Dr,7573,Star Dr,#5188,British Columbia,Canada,2,6627.0497,2004-06-05 00:00:00.000000 UTC,Active
11253,José,Hernandez,José Hernandez,Dear Hernandez,josé54@adventure-works.com,712-555-0130,AW00011253,I,Victoria,5703 Donald Dr.,5703,Donald Dr.,,British Columbia,Canada,16,769.7546,2004-06-05 00:00:00.000000 UTC,Active
15905,Taylor,Taylor,Taylor Taylor,Dear Taylor,taylor56@adventure-works.com,187-555-0152,AW00015905,I,Langley,613 Lakehurst Dr.,613,Lakehurst Dr.,,British Columbia,Canada,2,5413.4172,2004-06-06 00:00:00.000000 UTC,Active
21138,Kaylee,Phillips,Kaylee Phillips,Dear Phillips,kaylee27@adventure-works.com,745-555-0127,AW00021138,I,Langford,531 Northridge Drive,531,Northridge Drive,,British Columbia,Canada,2,4830.373,2004-06-06 00:00:00.000000 UTC,Active
20669,Rachel,Ross,Rachel Ross,Dear Ross,rachel51@adventure-works.com,792-555-0116,AW00020669,I,Shawnee,4519 Sequoia Drive,4519,Sequoia Drive,,British Columbia,Canada,2,3502.3950999999997,2004-06-06 00:00:00.000000 UTC,Active
24332,Abigail,Thompson,Abigail Thompson,Dear Thompson,abigail56@adventure-works.com,792-555-0194,AW00024332,I,Metchosin,6738 Court Street,6738,Court Street,,British Columbia,Canada,2,5321.7795000000006,2004-06-07 00:00:00.000000 UTC,Active
22732,Sean,Turner,Sean Turner,Dear Turner,sean37@adventure-works.com,535-555-0140,AW00022732,I,Sooke,869 Cherry St.,869,Cherry St.,,British Columbia,Canada,2,4567.2303,2004-06-07 00:00:00.000000 UTC,Active
16000,Gabrielle,Ramirez,Gabrielle Ramirez,Dear Ramirez,gabrielle16@adventure-works.com,122-555-0129,AW00016000,I,Westminster,9564 Pennsylvania Blvd.,9564,Pennsylvania Blvd.,,British Columbia,Canada,2,5319.4148000000005,2004-06-07 00:00:00.000000 UTC,Active
24309,Ethan,Williams,Ethan Williams,Dear Williams,ethan32@adventure-works.com,406-555-0156,AW00024309,I,Shawnee,4944 Abbey Court,4944,Abbey Court,,British Columbia,Canada,2,5296.3977,2004-06-07 00:00:00.000000 UTC,Active
15916,Brandon,Walker,Brandon Walker,Dear Walker,brandon53@adventure-works.com,180-555-0147,AW00015916,I,Royal Oak,9093 Kirker Pass Road,9093,Kirker Pass Road,,British Columbia,Canada,2,5296.5634,2004-06-07 00:00:00.000000 UTC,Active
23074,Megan,Flores,Megan Flores,Dear Flores,megan61@adventure-works.com,347-555-0187,AW00023074,I,Royal Oak,2129 Acacia Drive,2129,Acacia Drive,,British Columbia,Canada,2,6654.1112,2004-06-08 00:00:00.000000 UTC,Active
21148,Brianna,Gonzales,Brianna Gonzales,Dear Gonzales,brianna62@adventure-works.com,928-555-0116,AW00021148,I,N. Vancouver,5581 Stanford Street,5581,Stanford Street,,British Columbia,Canada,2,3562.054,2004-06-09 00:00:00.000000 UTC,Active
15567,Carmen,Madan,Carmen Madan,Dear Madan,carmen10@adventure-works.com,134-555-0143,AW00015567,I,Cliffside,7682 Vista,7682,Vista,,British Columbia,Canada,2,5215.8984,2004-06-09 00:00:00.000000 UTC,Active
15566,Aaron,Foster,Aaron Foster,Dear Foster,aaron15@adventure-works.com,477-555-0181,AW00015566,I,Newton,4461 Centennial Way,4461,Centennial Way,,British Columbia,Canada,2,5428.2793999999994,2004-06-09 00:00:00.000000 UTC,Active
20708,Devin,Thompson,Devin Thompson,Dear Thompson,devin14@adventure-works.com,681-555-0150,AW00020708,I,Langley,618 Oak Street,618,Oak Street,,British Columbia,Canada,2,4869.0716,2004-06-09 00:00:00.000000 UTC,Active
15889,Robert,Wright,Robert Wright,Dear Wright,robert63@adventure-works.com,676-555-0147,AW00015889,I,Haney,361 Olivera Rd.,361,Olivera Rd.,,British Columbia,Canada,2,5357.0732,2004-06-10 00:00:00.000000 UTC,Active
16820,Isabella,Gray,Isabella Gray,Dear Gray,isabella5@adventure-works.com,438-555-0150,AW00016820,I,Port Hammond,6400 St. John Lane,6400,St. John Lane,,British Columbia,Canada,2,3555.658,2004-06-11 00:00:00.000000 UTC,Active
22008,Alisha,Ye,Alisha Ye,Dear Ye,alisha9@adventure-works.com,292-555-0192,AW00022008,I,Cliffside,9525 Canyon Way,9525,Canyon Way,,British Columbia,Canada,2,4576.0592,2004-06-11 00:00:00.000000 UTC,Active
23114,Caroline,Washington,Caroline Washington,Dear Washington,caroline14@adventure-works.com,107-555-0115,AW00023114,I,Haney,8752 Longview Rd,8752,Longview Rd,,British Columbia,Canada,2,6625.9337,2004-06-12 00:00:00.000000 UTC,Active
11203,Luis,Diaz,Luis Diaz,Dear Diaz,luis21@adventure-works.com,171-555-0126,AW00011203,I,Port Hammond,3682 Diablo View Road,3682,Diablo View Road,,British Columbia,Canada,17,885.9564,2004-06-13 00:00:00.000000 UTC,Active
24342,Evan,Campbell,Evan Campbell,Dear Campbell,evan31@adventure-works.com,645-555-0133,AW00024342,I,Sooke,9585 Macarthur Ave.,9585,Macarthur Ave.,,British Columbia,Canada,2,5335.0616,2004-06-13 00:00:00.000000 UTC,Active
15850,Rachel,Bradley,Rachel Bradley,Dear Bradley,rachel48@adventure-works.com,252-555-0158,AW00015850,I,Victoria,1673 Buena Vista,1673,Buena Vista,,British Columbia,Canada,2,5318.4092,2004-06-13 00:00:00.000000 UTC,Active
24671,Christian,Perry,Christian Perry,Dear Perry,christian22@adventure-works.com,292-555-0195,AW00024671,I,Newton,716 Anchor Drive,716,Anchor Drive,,British Columbia,Canada,2,4811.8331,2004-06-13 00:00:00.000000 UTC,Active
21348,Alexis,Patterson,Alexis Patterson,Dear Patterson,alexis33@adventure-works.com,396-555-0117,AW00021348,I,Langley,3162 Glazier Dr.,3162,Glazier Dr.,,British Columbia,Canada,2,4853.1802,2004-06-13 00:00:00.000000 UTC,Active
20665,James,Evans,James Evans,Dear Evans,james50@adventure-works.com,726-555-0110,AW00020665,I,Oak Bay,4123 Lakehurst Dr.,4123,Lakehurst Dr.,,British Columbia,Canada,2,4871.4569,2004-06-14 00:00:00.000000 UTC,Active
13853,Connor,Zhang,Connor Zhang,Dear Zhang,connor18@adventure-works.com,861-555-0111,AW00013853,I,Newton,2923 Napa St,2923,Napa St,,British Columbia,Canada,1,2574.6279,2004-06-15 00:00:00.000000 UTC,Active
21921,Lucas,Collins,Lucas Collins,Dear Collins,lucas12@adventure-works.com,367-555-0120,AW00021921,I,Oak Bay,8108 Abbey Court,8108,Abbey Court,,British Columbia,Canada,2,4577.7388,2004-06-16 00:00:00.000000 UTC,Active
13916,Eduardo,Ward,Eduardo Ward,Dear Ward,eduardo71@adventure-works.com,969-555-0186,AW00013916,I,Westminster,9478 Rheem Dr.,9478,Rheem Dr.,,British Columbia,Canada,1,2602.2529,2004-06-16 00:00:00.000000 UTC,Active
13878,Sebastian,Gray,Sebastian Gray,Dear Gray,sebastian7@adventure-works.com,822-555-0190,AW00013878,I,Oak Bay,4493 N. Broadway,4493,N. Broadway,,British Columbia,Canada,1,2615.4908,2004-06-17 00:00:00.000000 UTC,Active
15846,Julian,Flores,Julian Flores,Dear Flores,julian14@adventure-works.com,494-555-0138,AW00015846,I,Metchosin,4194 Baywood Drive,4194,Baywood Drive,,British Columbia,Canada,2,5462.3687,2004-06-17 00:00:00.000000 UTC,Active
11215,Ana,Perry,Ana Perry,Dear Perry,ana7@adventure-works.com,446-555-0134,AW00011215,I,Royal Oak,3114 Arlington Way,3114,Arlington Way,,British Columbia,Canada,17,1276.8500999999994,2004-06-17 00:00:00.000000 UTC,Active
20670,Julia,Cox,Julia Cox,Dear Cox,julia55@adventure-works.com,647-555-0111,AW00020670,I,Victoria,1362 Geary Road,1362,Geary Road,,British Columbia,Canada,2,3567.568,2004-06-18 00:00:00.000000 UTC,Active
13918,Armando,Blanco,Armando Blanco,Dear Blanco,armando16@adventure-works.com,783-555-0163,AW00013918,I,Burnaby,4064 Regina Lane,4064,Regina Lane,,British Columbia,Canada,1,2649.7348,2004-06-18 00:00:00.000000 UTC,Active
16836,David,Thomas,David Thomas,Dear Thomas,david69@adventure-works.com,278-555-0197,AW00016836,I,Cliffside,6219 Marcia Drive,6219,Marcia Drive,,British Columbia,Canada,2,3529.138,2004-06-20 00:00:00.000000 UTC,Active
15997,Melissa,Jenkins,Melissa Jenkins,Dear Jenkins,melissa1@adventure-works.com,321-555-0186,AW00015997,I,Oak Bay,8750 Union St,8750,Union St,,British Columbia,Canada,2,5244.7058,2004-06-21 00:00:00.000000 UTC,Active
21305,Hunter,Garcia,Hunter Garcia,Dear Garcia,hunter48@adventure-works.com,284-555-0113,AW00021305,I,Shawnee,6901 Hamilton Avenue,6901,Hamilton Avenue,,British Columbia,Canada,2,3541.059,2004-06-21 00:00:00.000000 UTC,Active
20736,Alexandra,Howard,Alexandra Howard,Dear Howard,alexandra15@adventure-works.com,512-555-0160,AW00020736,I,Newton,4399 Shuey Ave,4399,Shuey Ave,,British Columbia,Canada,2,3530.009,2004-06-23 00:00:00.000000 UTC,Active
23057,Caitlin,Richardson,Caitlin Richardson,Dear Richardson,caitlin7@adventure-works.com,238-555-0129,AW00023057,I,Shawnee,9471 Tobi Drive,9471,Tobi Drive,,British Columbia,Canada,2,6654.1112,2004-06-24 00:00:00.000000 UTC,Active
22041,Paige,Morris,Paige Morris,Dear Morris,paige43@adventure-works.com,711-555-0136,AW00022041,I,Haney,6720 Primrose Dr.,6720,Primrose Dr.,,British Columbia,Canada,2,4604.7892,2004-06-24 00:00:00.000000 UTC,Active
